"","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"4169","g14251.t1",2820.06888184844,-1.85513611963337,0.49776494746345,-3.72693201698294,0.00019382471084421,0.00915363120019815,"7091.BGIBMGA011527-TA",0,924,"KOG1052@1|root,KOG1052@2759|Eukaryota,38BIY@33154|Opisthokonta,3B9S8@33208|Metazoa,3CTGU@33213|Bilateria,41UPI@6656|Arthropoda,3STK4@50557|Insecta,4495K@7088|Lepidoptera","33208|Metazoa","P","Ligated ion channel L-glutamate- and glycine-binding site","-","GO:0003674,GO:0004888,GO:0004970,GO:0005215,GO:0005216,GO:0005230,GO:0005261,GO:0005262,GO:0005267,GO:0005272,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006357,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006816,GO:0007154,GO:0007165,GO:0007166,GO:0007215,GO:0007267,GO:0007268,GO:0007274,GO:0008066,GO:0008150,GO:0008324,GO:0008328,GO:0009889,GO:0009966,GO:0009987,GO:0010468,GO:0010556,GO:0010646,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015085,GO:0015267,GO:0015276,GO:0015277,GO:0015318,GO:0015672,GO:0016020,GO:0016021,GO:0019219,GO:0019222,GO:0019722,GO:0019932,GO:0022803,GO:0022824,GO:0022834,GO:0022835,GO:0022836,GO:0022838,GO:0022839,GO:0022849,GO:0022857,GO:0022890,GO:0023051,GO:0023052,GO:0030001,GO:0030510,GO:0030594,GO:0031224,GO:0031226,GO:0031323,GO:0031326,GO:0031594,GO:0032991,GO:0034220,GO:0034702,GO:0035235,GO:0035249,GO:0035556,GO:0035725,GO:0038023,GO:0043179,GO:0043226,GO:0043235,GO:0044425,GO:0044456,GO:0044459,GO:0044464,GO:0045202,GO:0046873,GO:0048583,GO:0050789,GO:0050794,GO:0050803,GO:0050804,GO:0050896,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0051716,GO:0055085,GO:0060024,GO:0060025,GO:0060089,GO:0060255,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071804,GO:0071805,GO:0071944,GO:0072511,GO:0080090,GO:0090092,GO:0090287,GO:0097482,GO:0098655,GO:0098660,GO:0098662,GO:0098794,GO:0098796,GO:0098797,GO:0098802,GO:0098878,GO:0098916,GO:0098975,GO:0099094,GO:0099177,GO:0099536,GO:0099537,GO:0099572,GO:0099604,GO:1902495,GO:1903506,GO:1990351,GO:2000112,GO:2001141","-","ko:K05313","-","-","-","-","ko00000,ko04040","1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17","-","-","ANF_receptor,Lig_chan,Lig_chan-Glu_bd,SBP_bac_3"
"4179","g1426.t1",57204.6733325025,4.89379048901723,1.43261203571995,3.41599146663451,0.000635502384129951,0.0214465728313486,"13037.EHJ72976",1.04e-176,506,"COG0596@1|root,KOG2624@2759|Eukaryota,38E9D@33154|Opisthokonta,3BA6C@33208|Metazoa,3CTTI@33213|Bilateria,41UAZ@6656|Arthropoda,3SJG0@50557|Insecta,4494P@7088|Lepidoptera","33208|Metazoa","I","Belongs to the AB hydrolase superfamily. Lipase family","-","GO:0000902,GO:0007275,GO:0007399,GO:0008150,GO:0009653,GO:0009987,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0048468,GO:0048666,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0071840,GO:0120036,GO:0120039","3.1.1.13","ko:K01052","ko00100,ko04142,ko04979,map00100,map04142,map04979","-","R01462","RC00055,RC00523","ko00000,ko00001,ko01000","-","-","-","Abhydro_lipase,Abhydrolase_1"
"4402","g14494.t1",36219.6160204042,-1.38821412273372,0.41666701246924,-3.33171112948665,0.00086313799903888,0.026174419433904,"7091.BGIBMGA001325-TA",7.86e-109,319,"2FADV@1|root,2TBKI@2759|Eukaryota,396VQ@33154|Opisthokonta,3CB7E@33208|Metazoa,3DSG5@33213|Bilateria,428JB@6656|Arthropoda,3SY2T@50557|Insecta,446G8@7088|Lepidoptera","33208|Metazoa","S","Juvenile hormone binding protein domains in insects.","-","-","-","-","-","-","-","-","-","-","-","-","JHBP"
"4403","g14495.t1",9971.19004674935,-6.05928391207653,1.01103640058571,-5.99314120497176,2.05825982460729e-09,6.94723227858624e-07,"34740.HMEL014782-PA",2.47e-102,302,"2FADV@1|root,2TBKI@2759|Eukaryota,396VQ@33154|Opisthokonta,3CB7E@33208|Metazoa,3DSG5@33213|Bilateria,428JB@6656|Arthropoda,3SY2T@50557|Insecta,446G8@7088|Lepidoptera","33208|Metazoa","S","Juvenile hormone binding protein domains in insects.","-","-","-","-","-","-","-","-","-","-","-","-","JHBP"
"4414","g14507.t1",14.5618005925595,6.12399813232132,1.29793864421866,4.71824932526596,2.3788284788589e-06,0.000313786616360744,"34740.HMEL014791-PA",6.63e-147,488,"KOG4162@1|root,KOG4162@2759|Eukaryota,38FE0@33154|Opisthokonta,3BDZJ@33208|Metazoa,3CXXF@33213|Bilateria,41U27@6656|Arthropoda,3SKBI@50557|Insecta,4494T@7088|Lepidoptera","33208|Metazoa","T","Tetratricopeptide repeat protein","-","-","-","ko:K21843","-","-","-","-","ko00000,ko04131","-","-","-","-"
"4461","g14565.t1",130.866163680057,3.65743363247239,1.05002332712176,3.48319274248682,0.000495471506322753,0.018401394843236,"34740.HMEL015859-PA",0,1219,"28IFY@1|root,2QQSU@2759|Eukaryota,39XM1@33154|Opisthokonta,3BIJS@33208|Metazoa,3D1UF@33213|Bilateria,41TEW@6656|Arthropoda,3SK40@50557|Insecta,442A2@7088|Lepidoptera","33208|Metazoa","T","Calcium-binding EGF domain","-","GO:0007275,GO:0007423,GO:0008150,GO:0008407,GO:0009653,GO:0009887,GO:0022416,GO:0032501,GO:0032502,GO:0048513,GO:0048731,GO:0048856","-","-","-","-","-","-","-","-","-","-","EGF_CA"
"4561","g14658.t1",5740.54819345971,-3.73056100526519,1.17307183974718,-3.18016414584565,0.00147191650236243,0.0377890688615464,"7091.BGIBMGA009776-TA",0.000743,45.8,"2FASI@1|root,2TBZP@2759|Eukaryota,397CI@33154|Opisthokonta,3CBNQ@33208|Metazoa,3DSY9@33213|Bilateria,42919@6656|Arthropoda,3SYI5@50557|Insecta,447FC@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4565","g14661.t1",797.696133238336,-4.47556026972712,1.30640560980673,-3.42585812256979,0.000612860417860212,0.0213021445744805,"13037.EHJ69259",9.88e-34,129,"2FAWJ@1|root,2TC6G@2759|Eukaryota,397KQ@33154|Opisthokonta,3CBWE@33208|Metazoa,3DT62@33213|Bilateria,42990@6656|Arthropoda,3SYSB@50557|Insecta,447V2@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4569","g14665.t1",7976.02551950955,-2.12572186460944,0.621114496285339,-3.42243157633998,0.000620637164039681,0.0213021445744805,"7091.BGIBMGA009661-TA",0,1503,"KOG3971@1|root,KOG3971@2759|Eukaryota,38F72@33154|Opisthokonta,3BEWY@33208|Metazoa,3CYX3@33213|Bilateria,41Z0C@6656|Arthropoda,3SM83@50557|Insecta,445DP@7088|Lepidoptera","33208|Metazoa","T","It is involved in the biological process described with cell-cell signaling","-","-","-","-","-","-","-","-","-","-","-","-","GKAP"
"4630","g14715.t1",19.1927108098077,7.65452588778096,1.72161475807176,4.44613166324979,8.74303747709043e-06,0.000903919802586394,"13037.EHJ77448",0,1105,"KOG4216@1|root,KOG4216@2759|Eukaryota,38C0E@33154|Opisthokonta,3BE0B@33208|Metazoa,3CUND@33213|Bilateria,41TXE@6656|Arthropoda,3SK4R@50557|Insecta,4431Q@7088|Lepidoptera","33208|Metazoa","K","zinc ion binding. It is involved in the biological process described with steroid hormone mediated signaling pathway","-","GO:0000122,GO:0000976,GO:0000977,GO:0000981,GO:0001012,GO:0001067,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0004879,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007552,GO:0008150,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016319,GO:0019219,GO:0019222,GO:0023052,GO:0030522,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032501,GO:0032502,GO:0040034,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0044212,GO:0044424,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0060255,GO:0060322,GO:0065007,GO:0080090,GO:0097159,GO:0098531,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","-","ko:K14033","-","-","-","-","ko00000,ko03000,ko03310","-","-","-","Hormone_recep,zf-C4"
"4643","g14727.t1",42.8420116771607,8.81227209432866,1.97103606708005,4.47088322812043,7.78972242771487e-06,0.000843347684721282,"34740.HMEL011221-PA",3.88e-245,706,"KOG3690@1|root,KOG3690@2759|Eukaryota,39W3Z@33154|Opisthokonta,3BH4D@33208|Metazoa,3D3S5@33213|Bilateria,41Y83@6656|Arthropoda,3SFQ2@50557|Insecta,444X1@7088|Lepidoptera","33208|Metazoa","O","Angiotensin-converting enzyme","-","-","3.4.15.1","ko:K01283","ko04614,ko04924,ko05142,ko05410,map04614,map04924,map05142,map05410","-","-","-","ko00000,ko00001,ko01000,ko01002,ko04090,ko04147","-","-","-","-"
"4651","g14734.t1",24.6966194974417,5.70588393093579,1.71598405999854,3.32513807321768,0.00088374757491043,0.0265494428525447,"13037.EHJ66298",8.89e-299,894,"COG0515@1|root,KOG3653@2759|Eukaryota,39RAD@33154|Opisthokonta,3BE0E@33208|Metazoa,3CY4J@33213|Bilateria,41V35@6656|Arthropoda,3SJYD@50557|Insecta,448E1@7088|Lepidoptera","33208|Metazoa","T","activity. It is involved in the biological process described with transmembrane receptor protein serine threonine kinase signaling pathway","-","GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004675,GO:0004888,GO:0005024,GO:0005026,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007267,GO:0007268,GO:0007274,GO:0007275,GO:0007399,GO:0007416,GO:0007528,GO:0008150,GO:0008152,GO:0008582,GO:0009653,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0016301,GO:0016310,GO:0016358,GO:0016740,GO:0016772,GO:0016773,GO:0019199,GO:0019538,GO:0022008,GO:0022607,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031410,GO:0031982,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0032991,GO:0036211,GO:0038023,GO:0040007,GO:0040008,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043412,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045202,GO:0045887,GO:0045927,GO:0048468,GO:0048518,GO:0048522,GO:0048589,GO:0048638,GO:0048639,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050808,GO:0050896,GO:0051094,GO:0051124,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051716,GO:0051960,GO:0051962,GO:0051963,GO:0051965,GO:0055037,GO:0060089,GO:0065007,GO:0065008,GO:0071704,GO:0071840,GO:0071944,GO:0097708,GO:0098820,GO:0098916,GO:0099536,GO:0099537,GO:0120036,GO:0120039,GO:0140096,GO:1901564,GO:1904396,GO:1904398,GO:2000026","2.7.11.30","ko:K04671","ko04060,ko04350,ko04360,ko04390,ko04550,ko05206,ko05418,map04060,map04350,map04360,map04390,map04550,map05206,map05418","M00679","-","-","ko00000,ko00001,ko00002,ko01000,ko01001,ko01020,ko04050","-","-","-","Pkinase"
"4744","g14826.t1",30.6290838613727,-23.0267957341571,3.22740207340096,-7.13477751158905,9.69438390986305e-13,7.41684998330589e-10,"13037.EHJ78931",5.27e-05,49.3,"2D7TC@1|root,2T7DT@2759|Eukaryota,391NT@33154|Opisthokonta,3C76V@33208|Metazoa,3DN6W@33213|Bilateria,424MC@6656|Arthropoda,3STW1@50557|Insecta,44A4Q@7088|Lepidoptera","33208|Metazoa","S","Chorion protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4751","g14832.t1",49.7379507817884,-9.28662530965969,2.6793490402105,-3.46600057338184,0.000528262153088014,0.0193068040408855,"34740.HMEL011209-PA",6.27e-25,103,"2D8Z9@1|root,2TC84@2759|Eukaryota,397NP@33154|Opisthokonta,3CBYB@33208|Metazoa,3DT82@33213|Bilateria,42C2S@6656|Arthropoda,3STVZ@50557|Insecta,44A4G@7088|Lepidoptera","33208|Metazoa","S","Chorion protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4753","g14834.t1",147.859888015546,-10.8583334388004,2.84284008924886,-3.81953718742915,0.000133702302155199,0.00697439827060481,"7091.BGIBMGA009715-TA",2.38e-22,95.1,"2CAXF@1|root,2TC4H@2759|Eukaryota,397IN@33154|Opisthokonta,3CBUI@33208|Metazoa,3DT41@33213|Bilateria,4296T@6656|Arthropoda,3SYQ0@50557|Insecta,447RT@7088|Lepidoptera","33208|Metazoa","S","Chorion protein","-","-","-","-","-","-","-","-","-","-","-","-","Chorion_1"
"4754","g14835.t1",148.169913174714,-10.8613624237218,2.80127201252981,-3.87729659067023,0.000105623568952975,0.00596998669916114,"13037.EHJ78931",0.000147,47.4,"2D7TC@1|root,2T7DT@2759|Eukaryota,391NT@33154|Opisthokonta,3C76V@33208|Metazoa,3DN6W@33213|Bilateria,424MC@6656|Arthropoda,3STW1@50557|Insecta,44A4Q@7088|Lepidoptera","33208|Metazoa","S","Chorion protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4810","g14899.t1",386.118853198705,-3.55096854480772,0.776895172662673,-4.570717736136,4.86056605242791e-06,0.000569182204261864,"7091.BGIBMGA003272-TA",7.26e-82,243,"2CGW5@1|root,2S2XC@2759|Eukaryota,3A5F7@33154|Opisthokonta,3BSDA@33208|Metazoa,3D964@33213|Bilateria,41ZSY@6656|Arthropoda,3SN67@50557|Insecta,449Y6@7088|Lepidoptera","33208|Metazoa","S","Chitin-binding domain type 2","-","-","-","-","-","-","-","-","-","-","-","-","CBM_14"
"4838","g14923.t1",103.868308230223,-5.07416132807316,1.52171475053491,-3.33450229505201,0.000854521952818969,0.0260811008791236,"13037.EHJ71013",0,1383,"KOG4221@1|root,KOG4221@2759|Eukaryota,38DHJ@33154|Opisthokonta,3BASX@33208|Metazoa,3D0AX@33213|Bilateria,41VAS@6656|Arthropoda,3SKA4@50557|Insecta,4430R@7088|Lepidoptera","33208|Metazoa","T","Neogenin C-terminus","-","GO:0000902,GO:0000904,GO:0001654,GO:0003002,GO:0003674,GO:0004888,GO:0005042,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007422,GO:0007423,GO:0007431,GO:0007432,GO:0008037,GO:0008038,GO:0008045,GO:0008150,GO:0008347,GO:0009605,GO:0009653,GO:0009887,GO:0009987,GO:0010160,GO:0010769,GO:0010975,GO:0016020,GO:0016043,GO:0016198,GO:0016199,GO:0016358,GO:0016477,GO:0019904,GO:0022008,GO:0022603,GO:0022604,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0031175,GO:0031344,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033267,GO:0035272,GO:0036477,GO:0038007,GO:0038023,GO:0040011,GO:0042063,GO:0042221,GO:0042330,GO:0042995,GO:0043005,GO:0043025,GO:0044295,GO:0044297,GO:0044463,GO:0044464,GO:0045595,GO:0045664,GO:0048468,GO:0048513,GO:0048645,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048732,GO:0048749,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048859,GO:0048869,GO:0048870,GO:0048934,GO:0048935,GO:0048936,GO:0050767,GO:0050770,GO:0050773,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051239,GO:0051674,GO:0051716,GO:0051960,GO:0060089,GO:0060284,GO:0061564,GO:0065007,GO:0070983,GO:0071840,GO:0071944,GO:0097447,GO:0097458,GO:0097485,GO:0120025,GO:0120035,GO:0120036,GO:0120038,GO:0120039,GO:0150034,GO:2000026","-","-","-","-","-","-","-","-","-","-","Neogenin_C"
"4860","g14945.t1",293.635241087243,-2.45094451328211,0.691508334451285,-3.54434558656035,0.000393588977087812,0.0152081720574402,"13037.EHJ75765",1.95e-158,469,"28NC9@1|root,2QUXR@2759|Eukaryota,38F1P@33154|Opisthokonta,3BF5N@33208|Metazoa,3CWMU@33213|Bilateria,4212D@6656|Arthropoda,3SPBC@50557|Insecta,447GU@7088|Lepidoptera","33208|Metazoa","T","transmembrane receptor protein tyrosine kinase adaptor activity","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4889","g14976.t1",29451.8275133713,-1.06469943914882,0.162873656096195,-6.53696530591782,6.27796043380689e-11,3.13242930166817e-08,"7091.BGIBMGA002241-TA",0,971,"COG1156@1|root,KOG1351@2759|Eukaryota,38F6K@33154|Opisthokonta,3BBZN@33208|Metazoa,3CVY1@33213|Bilateria,41X4I@6656|Arthropoda,3SHDF@50557|Insecta,445AF@7088|Lepidoptera","33208|Metazoa","C","ATP synthase alpha/beta family, nucleotide-binding domain","-","GO:0000221,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005773,GO:0005774,GO:0005886,GO:0005903,GO:0006810,GO:0006811,GO:0006812,GO:0006873,GO:0006885,GO:0007035,GO:0008150,GO:0009987,GO:0012505,GO:0015672,GO:0015988,GO:0015991,GO:0016020,GO:0016469,GO:0016471,GO:0019725,GO:0030003,GO:0030004,GO:0030641,GO:0031090,GO:0031410,GO:0031982,GO:0032991,GO:0033176,GO:0033178,GO:0033180,GO:0033181,GO:0034220,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045851,GO:0048471,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051452,GO:0051453,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0071944,GO:0090662,GO:0097708,GO:0098588,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098796,GO:0098797,GO:0098805,GO:0098862,GO:0099131,GO:0099132,GO:1902600","-","ko:K02147","ko00190,ko01100,ko04145,ko04150,ko04721,ko04966,ko05110,ko05120,ko05323,map00190,map01100,map04145,map04150,map04721,map04966,map05110,map05120,map05323","M00160","-","-","ko00000,ko00001,ko00002,ko04147","3.A.2.2","-","-","ATP-synt_ab,ATP-synt_ab_N"
"4906","g14995.t1",5.44514903932777,5.83720670682072,1.70514925779007,3.42328196792928,0.000618698630721362,0.0213021445744805,"13037.EHJ67155",4.14e-171,508,"28HHA@1|root,2RTFV@2759|Eukaryota,390K6@33154|Opisthokonta,3C6G8@33208|Metazoa,3DMF0@33213|Bilateria,42C1E@6656|Arthropoda,3STVP@50557|Insecta,44A3H@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4925","g15017.t1",607.565088479769,-2.76375278790234,0.4057094030924,-6.81214871244405,9.61516331608811e-12,5.3715862751234e-09,"13037.EHJ70829",3.01e-222,618,"KOG3656@1|root,KOG3656@2759|Eukaryota,38HKK@33154|Opisthokonta,3BAX7@33208|Metazoa,3CXQH@33213|Bilateria,41WXX@6656|Arthropoda,3SHZ2@50557|Insecta,443Q3@7088|Lepidoptera","33208|Metazoa","T","Serpentine type 7TM GPCR chemoreceptor Srsx","-","GO:0001653,GO:0003674,GO:0004888,GO:0004930,GO:0004995,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0007186,GO:0007194,GO:0007217,GO:0007218,GO:0007610,GO:0007631,GO:0007635,GO:0008150,GO:0008188,GO:0008528,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0030536,GO:0030537,GO:0031224,GO:0031226,GO:0031279,GO:0031280,GO:0032501,GO:0038023,GO:0042048,GO:0042221,GO:0042263,GO:0043086,GO:0044092,GO:0044425,GO:0044459,GO:0044464,GO:0045761,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051339,GO:0051350,GO:0051716,GO:0060089,GO:0065007,GO:0065009,GO:0071944,GO:1990834","-","ko:K04209","ko04080,map04080","-","-","-","ko00000,ko00001,ko04030","-","-","-","7tm_1"
"4985","g15072.t1",85.5867145316717,-10.0700170230441,2.70030779959727,-3.72921080498526,0.00019208041278188,0.00910873891357377,"34740.HMEL000057-PA",2.46e-141,428,"COG2303@1|root,KOG1238@2759|Eukaryota,39ZRU@33154|Opisthokonta,3CA7U@33208|Metazoa,3DRCP@33213|Bilateria,426YC@6656|Arthropoda,3SWP0@50557|Insecta,44943@7088|Lepidoptera","33208|Metazoa","E","GMC oxidoreductase","-","-","-","-","-","-","-","-","-","-","-","-","GMC_oxred_C,GMC_oxred_N"
"5078","g15152.t1",2804.36743636624,-3.62002176953346,1.0513517445508,-3.44320707916848,0.000574858957582464,0.0202987119914349,"34740.HMEL013185-PA",1.97e-272,753,"KOG0254@1|root,KOG0254@2759|Eukaryota,38BKC@33154|Opisthokonta,3BARE@33208|Metazoa,3CXYN@33213|Bilateria,41WVP@6656|Arthropoda,3SFXR@50557|Insecta,441SU@7088|Lepidoptera","33208|Metazoa","P","Sugar (and other) transporter","-","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","-","-","-","-","-","-","-","-","-","-","Sugar_tr"
"5100","g15173.t1",13089.873558063,2.6437374017576,0.788468733146988,3.35300220619497,0.000799400693623644,0.0247753258694933,"7091.BGIBMGA010726-TA",0,1406,"COG1131@1|root,KOG0059@2759|Eukaryota,39WFI@33154|Opisthokonta,3BGYH@33208|Metazoa,3CVXE@33213|Bilateria,41XXQ@6656|Arthropoda,3SKKV@50557|Insecta,44486@7088|Lepidoptera","33208|Metazoa","Q","ABC-2 family transporter protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"5101","g15174.t1",397.588880377612,-2.53737308658836,0.511518852781184,-4.96046836356546,7.03234142151446e-07,0.000120452462915373,"7091.BGIBMGA010823-TA",3.16e-264,732,"28KG1@1|root,2QSX8@2759|Eukaryota,38GTW@33154|Opisthokonta,3BDQP@33208|Metazoa,3CRW8@33213|Bilateria,41WSR@6656|Arthropoda,3SI7W@50557|Insecta,447X7@7088|Lepidoptera","33208|Metazoa","O","Lysyl oxidase","-","GO:0003674,GO:0003824,GO:0004720,GO:0006464,GO:0006807,GO:0007155,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016638,GO:0016641,GO:0019538,GO:0022610,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0055114,GO:0071704,GO:0140096,GO:1901564","-","ko:K00280","-","-","-","-","ko00000,ko01000","-","-","-","Lysyl_oxidase,SRCR"
"5151","g15227.t1",2199.32437859146,-1.58442529600271,0.432586433454462,-3.66267911674929,0.00024959111378431,0.0110591027868291,"34740.HMEL013124-PA",3.19e-290,801,"KOG0254@1|root,KOG0254@2759|Eukaryota,39XF2@33154|Opisthokonta,3BKV2@33208|Metazoa,3D66M@33213|Bilateria,41VU9@6656|Arthropoda,3SJX4@50557|Insecta,442NZ@7088|Lepidoptera","33208|Metazoa","U","Fungal trichothecene efflux pump (TRI12)","-","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","-","ko:K08145","-","-","-","-","ko00000,ko02000","2.A.1.1.46","-","-","Sugar_tr"
